text,regex
27-514,[0-9][0-9][-][0-9][0-9][0-9]
43-856,[0-9][0-9][-][0-9][0-9][0-9]
3-6-K,[0-9][-][0-9][-][A-Z]
9-4-L,[0-9][-][0-9][-][A-Z]
1-8-O,[0-9][-][0-9][-][A-Z]
2-7-Z,[0-9][-][0-9][-][A-Z]
6-2-W,[0-9][-][0-9][-][A-Z]
0-3-S,[0-9][-][0-9][-][A-Z]
4-7-R,[0-9][-][0-9][-][A-Z]
5-7-A,[0-9][-][0-9][-][A-Z]
1-3-H,[0-9][-][0-9][-][A-Z]
3-4-G,[0-9][-][0-9][-][A-Z]
8-0-Y,[0-9][-][0-9][-][A-Z]
1-5-C,[0-9][-][0-9][-][A-Z]
3-5-W,[0-9][-][0-9][-][A-Z]
0-6-A,[0-9][-][0-9][-][A-Z]
7-8-Q,[0-9][-][0-9][-][A-Z]
4-9-N,[0-9][-][0-9][-][A-Z]
8-5-D,[0-9][-][0-9][-][A-Z]
4-5-V,[0-9][-][0-9][-][A-Z]
5-3-L,[0-9][-][0-9][-][A-Z]
1-0-H,[0-9][-][0-9][-][A-Z]
5-8-Z,[0-9][-][0-9][-][A-Z]
0-4-V,[0-9][-][0-9][-][A-Z]
3-7-N,[0-9][-][0-9][-][A-Z]
8-5-Y,[0-9][-][0-9][-][A-Z]
3-2-D,[0-9][-][0-9][-][A-Z]
8-5-Y,[0-9][-][0-9][-][A-Z]
7-9-M,[0-9][-][0-9][-][A-Z]
5-8-E,[0-9][-][0-9][-][A-Z]
2-5-Y,[0-9][-][0-9][-][A-Z]
1-8-C,[0-9][-][0-9][-][A-Z]
8-5-F,[0-9][-][0-9][-][A-Z]
6-6-P,[0-9][-][0-9][-][A-Z]
1-4-S,[0-9][-][0-9][-][A-Z]
8-9-E,[0-9][-][0-9][-][A-Z]
4-8-L,[0-9][-][0-9][-][A-Z]
5-0-F,[0-9][-][0-9][-][A-Z]
4-9-W,[0-9][-][0-9][-][A-Z]
7-1-D,[0-9][-][0-9][-][A-Z]
3-8-N,[0-9][-][0-9][-][A-Z]
8-1-A,[0-9][-][0-9][-][A-Z]
1-1-N,[0-9][-][0-9][-][A-Z]
0-0-J,[0-9][-][0-9][-][A-Z]
1-1-O,[0-9][-][0-9][-][A-Z]
5-4-I,[0-9][-][0-9][-][A-Z]
1-8-G,[0-9][-][0-9][-][A-Z]
3-4-H,[0-9][-][0-9][-][A-Z]
9-5-W,[0-9][-][0-9][-][A-Z]
7-0-X,[0-9][-][0-9][-][A-Z]
6-0-D,[0-9][-][0-9][-][A-Z]
3-9-U,[0-9][-][0-9][-][A-Z]
8-1-W,[0-9][-][0-9][-][A-Z]
3-2-M,[0-9][-][0-9][-][A-Z]
6-9-U,[0-9][-][0-9][-][A-Z]
2-6-T,[0-9][-][0-9][-][A-Z]
3-3-D,[0-9][-][0-9][-][A-Z]
3-6-S,[0-9][-][0-9][-][A-Z]
3-9-O,[0-9][-][0-9][-][A-Z]
5-9-Q,[0-9][-][0-9][-][A-Z]
1-3-K,[0-9][-][0-9][-][A-Z]
5-3-C,[0-9][-][0-9][-][A-Z]
3-9-N,[0-9][-][0-9][-][A-Z]
8-2-Y,[0-9][-][0-9][-][A-Z]
3-0-X,[0-9][-][0-9][-][A-Z]
8-6-V,[0-9][-][0-9][-][A-Z]
0-6-M,[0-9][-][0-9][-][A-Z]
0-9-X,[0-9][-][0-9][-][A-Z]
0-8-U,[0-9][-][0-9][-][A-Z]
4-8-R,[0-9][-][0-9][-][A-Z]
4-8-B,[0-9][-][0-9][-][A-Z]
6-5-Z,[0-9][-][0-9][-][A-Z]
6-4-E,[0-9][-][0-9][-][A-Z]
1-3-D,[0-9][-][0-9][-][A-Z]
1-7-Y,[0-9][-][0-9][-][A-Z]
0-4-W,[0-9][-][0-9][-][A-Z]
5-8-L,[0-9][-][0-9][-][A-Z]
4-3-K,[0-9][-][0-9][-][A-Z]
3-1-V,[0-9][-][0-9][-][A-Z]
0-4-R,[0-9][-][0-9][-][A-Z]
8-1-B,[0-9][-][0-9][-][A-Z]
1-3-G,[0-9][-][0-9][-][A-Z]
6-0-O,[0-9][-][0-9][-][A-Z]
2-0-C,[0-9][-][0-9][-][A-Z]
1-3-I,[0-9][-][0-9][-][A-Z]
9-8-Z,[0-9][-][0-9][-][A-Z]
9-2-T,[0-9][-][0-9][-][A-Z]
4-4-W,[0-9][-][0-9][-][A-Z]
6-0-O,[0-9][-][0-9][-][A-Z]
9-8-G,[0-9][-][0-9][-][A-Z]
1-8-Z,[0-9][-][0-9][-][A-Z]
7-3-X,[0-9][-][0-9][-][A-Z]
7-3-K,[0-9][-][0-9][-][A-Z]
1-9-C,[0-9][-][0-9][-][A-Z]
3-8-V,[0-9][-][0-9][-][A-Z]
8-8-Q,[0-9][-][0-9][-][A-Z]
7-7-I,[0-9][-][0-9][-][A-Z]
7-2-H,[0-9][-][0-9][-][A-Z]
3-5-C,[0-9][-][0-9][-][A-Z]
8-9-M,[0-9][-][0-9][-][A-Z]
6-1-S,[0-9][-][0-9][-][A-Z]
2-8-B,[0-9][-][0-9][-][A-Z]
5-6-H,[0-9][-][0-9][-][A-Z]
0-1-C,[0-9][-][0-9][-][A-Z]
3-9-W,[0-9][-][0-9][-][A-Z]
2-5-F,[0-9][-][0-9][-][A-Z]
9-9-T,[0-9][-][0-9][-][A-Z]
2-4-U,[0-9][-][0-9][-][A-Z]
0-3-X,[0-9][-][0-9][-][A-Z]
1-6-C,[0-9][-][0-9][-][A-Z]
9-1-F,[0-9][-][0-9][-][A-Z]
2-0-Q,[0-9][-][0-9][-][A-Z]
0-4-F,[0-9][-][0-9][-][A-Z]
4-3-J,[0-9][-][0-9][-][A-Z]
8-1-H,[0-9][-][0-9][-][A-Z]
0-4-M,[0-9][-][0-9][-][A-Z]
2-3-Y,[0-9][-][0-9][-][A-Z]
1-9-Z,[0-9][-][0-9][-][A-Z]
1-0-W,[0-9][-][0-9][-][A-Z]
2-4-L,[0-9][-][0-9][-][A-Z]
1-9-E,[0-9][-][0-9][-][A-Z]
1-2-O,[0-9][-][0-9][-][A-Z]
7-1-R,[0-9][-][0-9][-][A-Z]
9-6-H,[0-9][-][0-9][-][A-Z]
4-9-F,[0-9][-][0-9][-][A-Z]
4-5-Z,[0-9][-][0-9][-][A-Z]
6-7-K,[0-9][-][0-9][-][A-Z]
4-2-S,[0-9][-][0-9][-][A-Z]
5-9-S,[0-9][-][0-9][-][A-Z]
5-4-Z,[0-9][-][0-9][-][A-Z]
6-6-I,[0-9][-][0-9][-][A-Z]
2-5-O,[0-9][-][0-9][-][A-Z]
8-4-Y,[0-9][-][0-9][-][A-Z]
4-8-Z,[0-9][-][0-9][-][A-Z]
7-5-D,[0-9][-][0-9][-][A-Z]
4-7-J,[0-9][-][0-9][-][A-Z]
4-9-Q,[0-9][-][0-9][-][A-Z]
2-9-K,[0-9][-][0-9][-][A-Z]
5-1-B,[0-9][-][0-9][-][A-Z]
6-1-I,[0-9][-][0-9][-][A-Z]
4-1-B,[0-9][-][0-9][-][A-Z]
5-7-O,[0-9][-][0-9][-][A-Z]
4-9-X,[0-9][-][0-9][-][A-Z]
3-1-R,[0-9][-][0-9][-][A-Z]
6-3-G,[0-9][-][0-9][-][A-Z]
1-7-A,[0-9][-][0-9][-][A-Z]
2-0-U,[0-9][-][0-9][-][A-Z]
8-5-X,[0-9][-][0-9][-][A-Z]
9-0-Z,[0-9][-][0-9][-][A-Z]
2-9-S,[0-9][-][0-9][-][A-Z]
7-3-D,[0-9][-][0-9][-][A-Z]
1-3-E,[0-9][-][0-9][-][A-Z]
7-4-E,[0-9][-][0-9][-][A-Z]
0-6-C,[0-9][-][0-9][-][A-Z]
5-2-W,[0-9][-][0-9][-][A-Z]
8-6-V,[0-9][-][0-9][-][A-Z]
6-8-L,[0-9][-][0-9][-][A-Z]
8-6-N,[0-9][-][0-9][-][A-Z]
6-5-A,[0-9][-][0-9][-][A-Z]
0-8-U,[0-9][-][0-9][-][A-Z]
0-0-X,[0-9][-][0-9][-][A-Z]
1-5-G,[0-9][-][0-9][-][A-Z]
5-1-K,[0-9][-][0-9][-][A-Z]
8-5-P,[0-9][-][0-9][-][A-Z]
7-7-Q,[0-9][-][0-9][-][A-Z]
3-4-K,[0-9][-][0-9][-][A-Z]
9-1-Y,[0-9][-][0-9][-][A-Z]
9-2-A,[0-9][-][0-9][-][A-Z]
2-3-A,[0-9][-][0-9][-][A-Z]
0-9-B,[0-9][-][0-9][-][A-Z]
2-2-E,[0-9][-][0-9][-][A-Z]
2-5-A,[0-9][-][0-9][-][A-Z]
5-8-R,[0-9][-][0-9][-][A-Z]
2-3-V,[0-9][-][0-9][-][A-Z]
1-9-J,[0-9][-][0-9][-][A-Z]
1-0-J,[0-9][-][0-9][-][A-Z]
6-9-A,[0-9][-][0-9][-][A-Z]
5-4-Y,[0-9][-][0-9][-][A-Z]
5-6-F,[0-9][-][0-9][-][A-Z]
1-8-I,[0-9][-][0-9][-][A-Z]
1-2-L,[0-9][-][0-9][-][A-Z]
9-7-T,[0-9][-][0-9][-][A-Z]
5-2-K,[0-9][-][0-9][-][A-Z]
9-1-C,[0-9][-][0-9][-][A-Z]
9-5-H,[0-9][-][0-9][-][A-Z]
4-1-W,[0-9][-][0-9][-][A-Z]
4-4-Y,[0-9][-][0-9][-][A-Z]
2-5-J,[0-9][-][0-9][-][A-Z]
1-9-I,[0-9][-][0-9][-][A-Z]
5-8-T,[0-9][-][0-9][-][A-Z]
2-2-H,[0-9][-][0-9][-][A-Z]
7-5-D,[0-9][-][0-9][-][A-Z]
8-2-C,[0-9][-][0-9][-][A-Z]
1-4-D,[0-9][-][0-9][-][A-Z]
7-7-Q,[0-9][-][0-9][-][A-Z]
2-3-Q,[0-9][-][0-9][-][A-Z]
3-3-M,[0-9][-][0-9][-][A-Z]
5-1-Z,[0-9][-][0-9][-][A-Z]
3-6-B,[0-9][-][0-9][-][A-Z]
4-2-D,[0-9][-][0-9][-][A-Z]
0-0-R,[0-9][-][0-9][-][A-Z]
0-0-G,[0-9][-][0-9][-][A-Z]
5-0-N,[0-9][-][0-9][-][A-Z]
5-3-A,[0-9][-][0-9][-][A-Z]
5-1-M,[0-9][-][0-9][-][A-Z]
7-5-Z,[0-9][-][0-9][-][A-Z]
9-5-K,[0-9][-][0-9][-][A-Z]
6-9-U,[0-9][-][0-9][-][A-Z]
6-7-U,[0-9][-][0-9][-][A-Z]
3-7-L,[0-9][-][0-9][-][A-Z]
7-3-M,[0-9][-][0-9][-][A-Z]
6-8-A,[0-9][-][0-9][-][A-Z]
3-4-O,[0-9][-][0-9][-][A-Z]
9-5-L,[0-9][-][0-9][-][A-Z]
1-7-T,[0-9][-][0-9][-][A-Z]
5-5-B,[0-9][-][0-9][-][A-Z]
1-9-E,[0-9][-][0-9][-][A-Z]
7-5-Q,[0-9][-][0-9][-][A-Z]
0-3-C,[0-9][-][0-9][-][A-Z]
2-9-M,[0-9][-][0-9][-][A-Z]
8-1-G,[0-9][-][0-9][-][A-Z]
9-1-T,[0-9][-][0-9][-][A-Z]
3-8-A,[0-9][-][0-9][-][A-Z]
7-3-V,[0-9][-][0-9][-][A-Z]
9-1-Q,[0-9][-][0-9][-][A-Z]
0-8-G,[0-9][-][0-9][-][A-Z]
1-5-L,[0-9][-][0-9][-][A-Z]
6-8-P,[0-9][-][0-9][-][A-Z]
1-1-K,[0-9][-][0-9][-][A-Z]
4-9-E,[0-9][-][0-9][-][A-Z]
1-0-U,[0-9][-][0-9][-][A-Z]
5-8-W,[0-9][-][0-9][-][A-Z]
4-1-P,[0-9][-][0-9][-][A-Z]
1-5-H,[0-9][-][0-9][-][A-Z]
5-6-S,[0-9][-][0-9][-][A-Z]
3-1-E,[0-9][-][0-9][-][A-Z]
0-9-K,[0-9][-][0-9][-][A-Z]
7-3-A,[0-9][-][0-9][-][A-Z]
7-4-X,[0-9][-][0-9][-][A-Z]
7-7-K,[0-9][-][0-9][-][A-Z]
8-4-C,[0-9][-][0-9][-][A-Z]
7-9-I,[0-9][-][0-9][-][A-Z]
2-3-P,[0-9][-][0-9][-][A-Z]
1-1-Z,[0-9][-][0-9][-][A-Z]
7-4-P,[0-9][-][0-9][-][A-Z]
2-1-P,[0-9][-][0-9][-][A-Z]
4-3-C,[0-9][-][0-9][-][A-Z]
2-7-J,[0-9][-][0-9][-][A-Z]
7-6-R,[0-9][-][0-9][-][A-Z]
3-1-X,[0-9][-][0-9][-][A-Z]
5-7-S,[0-9][-][0-9][-][A-Z]
4-3-M,[0-9][-][0-9][-][A-Z]
7-7-T,[0-9][-][0-9][-][A-Z]
6-3-I,[0-9][-][0-9][-][A-Z]
5-0-M,[0-9][-][0-9][-][A-Z]
9-8-O,[0-9][-][0-9][-][A-Z]
5-4-T,[0-9][-][0-9][-][A-Z]
5-3-V,[0-9][-][0-9][-][A-Z]
5-9-C,[0-9][-][0-9][-][A-Z]
4-1-T,[0-9][-][0-9][-][A-Z]
8-1-H,[0-9][-][0-9][-][A-Z]
3-5-R,[0-9][-][0-9][-][A-Z]
8-5-S,[0-9][-][0-9][-][A-Z]
0-8-R,[0-9][-][0-9][-][A-Z]
6-7-N,[0-9][-][0-9][-][A-Z]
1-7-I,[0-9][-][0-9][-][A-Z]
3-3-N,[0-9][-][0-9][-][A-Z]
4-3-O,[0-9][-][0-9][-][A-Z]
3-1-O,[0-9][-][0-9][-][A-Z]
8-6-T,[0-9][-][0-9][-][A-Z]
2-8-U,[0-9][-][0-9][-][A-Z]
3-3-Y,[0-9][-][0-9][-][A-Z]
0-2-N,[0-9][-][0-9][-][A-Z]
3-5-B,[0-9][-][0-9][-][A-Z]
1-0-A,[0-9][-][0-9][-][A-Z]
8-3-G,[0-9][-][0-9][-][A-Z]
1-6-N,[0-9][-][0-9][-][A-Z]
9-0-A,[0-9][-][0-9][-][A-Z]
7-1-T,[0-9][-][0-9][-][A-Z]
5-8-Y,[0-9][-][0-9][-][A-Z]
9-3-I,[0-9][-][0-9][-][A-Z]
6-1-P,[0-9][-][0-9][-][A-Z]
9-2-U,[0-9][-][0-9][-][A-Z]
6-8-G,[0-9][-][0-9][-][A-Z]
7-9-C,[0-9][-][0-9][-][A-Z]
3-9-G,[0-9][-][0-9][-][A-Z]
7-9-W,[0-9][-][0-9][-][A-Z]
7-8-C,[0-9][-][0-9][-][A-Z]
6-7-W,[0-9][-][0-9][-][A-Z]
7-5-M,[0-9][-][0-9][-][A-Z]
4-3-F,[0-9][-][0-9][-][A-Z]
3-6-O,[0-9][-][0-9][-][A-Z]
2-8-M,[0-9][-][0-9][-][A-Z]
0-9-T,[0-9][-][0-9][-][A-Z]
7-3-X,[0-9][-][0-9][-][A-Z]
8-7-J,[0-9][-][0-9][-][A-Z]
8-0-G,[0-9][-][0-9][-][A-Z]
2-7-W,[0-9][-][0-9][-][A-Z]
6-5-D,[0-9][-][0-9][-][A-Z]
4-7-C,[0-9][-][0-9][-][A-Z]
3-5-T,[0-9][-][0-9][-][A-Z]
2-7-X,[0-9][-][0-9][-][A-Z]
6-6-L,[0-9][-][0-9][-][A-Z]
1-0-X,[0-9][-][0-9][-][A-Z]
4-1-E,[0-9][-][0-9][-][A-Z]
0-2-F,[0-9][-][0-9][-][A-Z]
3-6-J,[0-9][-][0-9][-][A-Z]
4-3-V,[0-9][-][0-9][-][A-Z]
5-2-H,[0-9][-][0-9][-][A-Z]
1-4-Q,[0-9][-][0-9][-][A-Z]
2-2-I,[0-9][-][0-9][-][A-Z]
8-4-X,[0-9][-][0-9][-][A-Z]
1-4-G,[0-9][-][0-9][-][A-Z]
5-3-Q,[0-9][-][0-9][-][A-Z]
3-9-L,[0-9][-][0-9][-][A-Z]
2-5-E,[0-9][-][0-9][-][A-Z]
1-2-F,[0-9][-][0-9][-][A-Z]
7-4-Y,[0-9][-][0-9][-][A-Z]
2-7-B,[0-9][-][0-9][-][A-Z]
4-2-S,[0-9][-][0-9][-][A-Z]
1-2-B,[0-9][-][0-9][-][A-Z]
4-4-B,[0-9][-][0-9][-][A-Z]
2-9-L,[0-9][-][0-9][-][A-Z]
5-9-U,[0-9][-][0-9][-][A-Z]
8-0-W,[0-9][-][0-9][-][A-Z]
9-6-L,[0-9][-][0-9][-][A-Z]
1-2-F,[0-9][-][0-9][-][A-Z]
9-9-Q,[0-9][-][0-9][-][A-Z]
7-0-U,[0-9][-][0-9][-][A-Z]
4-2-F,[0-9][-][0-9][-][A-Z]
5-4-A,[0-9][-][0-9][-][A-Z]
9-4-W,[0-9][-][0-9][-][A-Z]
8-0-K,[0-9][-][0-9][-][A-Z]
0-2-E,[0-9][-][0-9][-][A-Z]
8-1-L,[0-9][-][0-9][-][A-Z]
5-6-A,[0-9][-][0-9][-][A-Z]
5-9-Z,[0-9][-][0-9][-][A-Z]
3-1-M,[0-9][-][0-9][-][A-Z]
6-7-B,[0-9][-][0-9][-][A-Z]
0-5-Y,[0-9][-][0-9][-][A-Z]
0-5-L,[0-9][-][0-9][-][A-Z]
3-4-F,[0-9][-][0-9][-][A-Z]
9-6-H,[0-9][-][0-9][-][A-Z]
3-5-Z,[0-9][-][0-9][-][A-Z]
2-2-A,[0-9][-][0-9][-][A-Z]
8-4-X,[0-9][-][0-9][-][A-Z]
3-5-B,[0-9][-][0-9][-][A-Z]
3-5-Z,[0-9][-][0-9][-][A-Z]
8-8-X,[0-9][-][0-9][-][A-Z]
3-2-F,[0-9][-][0-9][-][A-Z]
7-0-L,[0-9][-][0-9][-][A-Z]
6-2-Y,[0-9][-][0-9][-][A-Z]
2-6-N,[0-9][-][0-9][-][A-Z]
3-4-E,[0-9][-][0-9][-][A-Z]
1-3-F,[0-9][-][0-9][-][A-Z]
3-1-J,[0-9][-][0-9][-][A-Z]
5-6-U,[0-9][-][0-9][-][A-Z]
7-8-R,[0-9][-][0-9][-][A-Z]
4-8-Z,[0-9][-][0-9][-][A-Z]
8-3-V,[0-9][-][0-9][-][A-Z]
3-1-S,[0-9][-][0-9][-][A-Z]
7-2-K,[0-9][-][0-9][-][A-Z]
1-7-Q,[0-9][-][0-9][-][A-Z]
4-4-L,[0-9][-][0-9][-][A-Z]
1-8-Y,[0-9][-][0-9][-][A-Z]
4-9-Q,[0-9][-][0-9][-][A-Z]
2-3-K,[0-9][-][0-9][-][A-Z]
6-1-X,[0-9][-][0-9][-][A-Z]
6-1-S,[0-9][-][0-9][-][A-Z]
7-9-C,[0-9][-][0-9][-][A-Z]
2-5-C,[0-9][-][0-9][-][A-Z]
1-2-K,[0-9][-][0-9][-][A-Z]
7-3-N,[0-9][-][0-9][-][A-Z]
3-7-U,[0-9][-][0-9][-][A-Z]
7-9-B,[0-9][-][0-9][-][A-Z]
7-7-U,[0-9][-][0-9][-][A-Z]
8-8-N,[0-9][-][0-9][-][A-Z]
3-7-D,[0-9][-][0-9][-][A-Z]
1-1-A,[0-9][-][0-9][-][A-Z]
9-6-D,[0-9][-][0-9][-][A-Z]
0-2-B,[0-9][-][0-9][-][A-Z]
2-2-D,[0-9][-][0-9][-][A-Z]
7-7-F,[0-9][-][0-9][-][A-Z]
4-7-W,[0-9][-][0-9][-][A-Z]
9-0-G,[0-9][-][0-9][-][A-Z]
8-5-Q,[0-9][-][0-9][-][A-Z]
5-5-E,[0-9][-][0-9][-][A-Z]
9-0-G,[0-9][-][0-9][-][A-Z]
8-2-Y,[0-9][-][0-9][-][A-Z]
2-5-E,[0-9][-][0-9][-][A-Z]
4-7-W,[0-9][-][0-9][-][A-Z]
9-9-J,[0-9][-][0-9][-][A-Z]
9-6-U,[0-9][-][0-9][-][A-Z]
6-7-F,[0-9][-][0-9][-][A-Z]
8-6-K,[0-9][-][0-9][-][A-Z]
8-4-R,[0-9][-][0-9][-][A-Z]
2-4-T,[0-9][-][0-9][-][A-Z]
6-7-J,[0-9][-][0-9][-][A-Z]
1-1-E,[0-9][-][0-9][-][A-Z]
9-2-W,[0-9][-][0-9][-][A-Z]
9-3-T,[0-9][-][0-9][-][A-Z]
9-7-S,[0-9][-][0-9][-][A-Z]
9-5-Q,[0-9][-][0-9][-][A-Z]
9-9-T,[0-9][-][0-9][-][A-Z]
9-1-B,[0-9][-][0-9][-][A-Z]
6-9-F,[0-9][-][0-9][-][A-Z]
2-3-M,[0-9][-][0-9][-][A-Z]
9-0-V,[0-9][-][0-9][-][A-Z]
3-4-S,[0-9][-][0-9][-][A-Z]
6-7-W,[0-9][-][0-9][-][A-Z]
7-3-R,[0-9][-][0-9][-][A-Z]
8-6-M,[0-9][-][0-9][-][A-Z]
0-1-Y,[0-9][-][0-9][-][A-Z]
2-6-T,[0-9][-][0-9][-][A-Z]
9-2-K,[0-9][-][0-9][-][A-Z]
0-4-T,[0-9][-][0-9][-][A-Z]
5-4-I,[0-9][-][0-9][-][A-Z]
7-5-J,[0-9][-][0-9][-][A-Z]
6-3-E,[0-9][-][0-9][-][A-Z]
5-2-J,[0-9][-][0-9][-][A-Z]
2-2-X,[0-9][-][0-9][-][A-Z]
4-6-V,[0-9][-][0-9][-][A-Z]
6-5-J,[0-9][-][0-9][-][A-Z]
1-0-P,[0-9][-][0-9][-][A-Z]
4-1-D,[0-9][-][0-9][-][A-Z]
2-4-D,[0-9][-][0-9][-][A-Z]
0-4-Y,[0-9][-][0-9][-][A-Z]
0-4-J,[0-9][-][0-9][-][A-Z]
6-4-Z,[0-9][-][0-9][-][A-Z]
9-4-E,[0-9][-][0-9][-][A-Z]
2-0-W,[0-9][-][0-9][-][A-Z]
8-7-A,[0-9][-][0-9][-][A-Z]
4-4-A,[0-9][-][0-9][-][A-Z]
8-5-J,[0-9][-][0-9][-][A-Z]
5-2-P,[0-9][-][0-9][-][A-Z]
3-8-W,[0-9][-][0-9][-][A-Z]
6-0-B,[0-9][-][0-9][-][A-Z]
9-3-L,[0-9][-][0-9][-][A-Z]
6-7-E,[0-9][-][0-9][-][A-Z]
9-3-L,[0-9][-][0-9][-][A-Z]
3-2-O,[0-9][-][0-9][-][A-Z]
7-2-X,[0-9][-][0-9][-][A-Z]
8-7-R,[0-9][-][0-9][-][A-Z]
3-5-U,[0-9][-][0-9][-][A-Z]
2-1-V,[0-9][-][0-9][-][A-Z]
4-4-K,[0-9][-][0-9][-][A-Z]
3-2-B,[0-9][-][0-9][-][A-Z]
1-5-Z,[0-9][-][0-9][-][A-Z]
3-5-G,[0-9][-][0-9][-][A-Z]
2-6-N,[0-9][-][0-9][-][A-Z]
4-0-K,[0-9][-][0-9][-][A-Z]
4-0-K,[0-9][-][0-9][-][A-Z]
6-5-A,[0-9][-][0-9][-][A-Z]
4-2-W,[0-9][-][0-9][-][A-Z]
4-3-R,[0-9][-][0-9][-][A-Z]
5-2-O,[0-9][-][0-9][-][A-Z]
6-2-Q,[0-9][-][0-9][-][A-Z]
4-0-E,[0-9][-][0-9][-][A-Z]
6-6-V,[0-9][-][0-9][-][A-Z]
7-2-B,[0-9][-][0-9][-][A-Z]
5-3-G,[0-9][-][0-9][-][A-Z]
7-3-C,[0-9][-][0-9][-][A-Z]
0-5-T,[0-9][-][0-9][-][A-Z]
2-1-T,[0-9][-][0-9][-][A-Z]
8-8-B,[0-9][-][0-9][-][A-Z]
9-5-L,[0-9][-][0-9][-][A-Z]
3-9-A,[0-9][-][0-9][-][A-Z]
9-4-C,[0-9][-][0-9][-][A-Z]
0-6-O,[0-9][-][0-9][-][A-Z]
4-7-G,[0-9][-][0-9][-][A-Z]
6-7-A,[0-9][-][0-9][-][A-Z]
6-3-W,[0-9][-][0-9][-][A-Z]
2-9-C,[0-9][-][0-9][-][A-Z]
0-0-U,[0-9][-][0-9][-][A-Z]
9-4-K,[0-9][-][0-9][-][A-Z]
7-7-A,[0-9][-][0-9][-][A-Z]
4-7-V,[0-9][-][0-9][-][A-Z]
0-5-C,[0-9][-][0-9][-][A-Z]
5-2-D,[0-9][-][0-9][-][A-Z]
7-8-I,[0-9][-][0-9][-][A-Z]
0-8-R,[0-9][-][0-9][-][A-Z]
4-2-T,[0-9][-][0-9][-][A-Z]
0-0-D,[0-9][-][0-9][-][A-Z]
7-3-M,[0-9][-][0-9][-][A-Z]
0-1-L,[0-9][-][0-9][-][A-Z]
6-5-Z,[0-9][-][0-9][-][A-Z]
3-2-A,[0-9][-][0-9][-][A-Z]
3-4-Z,[0-9][-][0-9][-][A-Z]
5-2-C,[0-9][-][0-9][-][A-Z]
1-1-J,[0-9][-][0-9][-][A-Z]
1-3-O,[0-9][-][0-9][-][A-Z]
8-6-Q,[0-9][-][0-9][-][A-Z]
3-8-X,[0-9][-][0-9][-][A-Z]
3-6-D,[0-9][-][0-9][-][A-Z]
0-3-J,[0-9][-][0-9][-][A-Z]
7-1-F,[0-9][-][0-9][-][A-Z]
3-1-Y,[0-9][-][0-9][-][A-Z]
9-8-K,[0-9][-][0-9][-][A-Z]
4-7-N,[0-9][-][0-9][-][A-Z]
2-8-E,[0-9][-][0-9][-][A-Z]
3-9-M,[0-9][-][0-9][-][A-Z]
8-4-X,[0-9][-][0-9][-][A-Z]
1-6-G,[0-9][-][0-9][-][A-Z]
3-6-U,[0-9][-][0-9][-][A-Z]
2-3-M,[0-9][-][0-9][-][A-Z]
6-8-M,[0-9][-][0-9][-][A-Z]
1-2-W,[0-9][-][0-9][-][A-Z]
8-5-V,[0-9][-][0-9][-][A-Z]
5-6-H,[0-9][-][0-9][-][A-Z]
8-9-Z,[0-9][-][0-9][-][A-Z]
8-8-Z,[0-9][-][0-9][-][A-Z]
7-5-E,[0-9][-][0-9][-][A-Z]
8-1-K,[0-9][-][0-9][-][A-Z]
8-9-D,[0-9][-][0-9][-][A-Z]
6-1-O,[0-9][-][0-9][-][A-Z]
8-7-K,[0-9][-][0-9][-][A-Z]
7-3-B,[0-9][-][0-9][-][A-Z]
8-7-J,[0-9][-][0-9][-][A-Z]
7-6-L,[0-9][-][0-9][-][A-Z]
1-0-F,[0-9][-][0-9][-][A-Z]
6-0-Z,[0-9][-][0-9][-][A-Z]
6-8-U,[0-9][-][0-9][-][A-Z]
1-9-I,[0-9][-][0-9][-][A-Z]
0-6-Q,[0-9][-][0-9][-][A-Z]
1-0-X,[0-9][-][0-9][-][A-Z]
1-2-A,[0-9][-][0-9][-][A-Z]
8-7-Z,[0-9][-][0-9][-][A-Z]
8-9-D,[0-9][-][0-9][-][A-Z]
9-6-E,[0-9][-][0-9][-][A-Z]
6-4-Y,[0-9][-][0-9][-][A-Z]
4-1-U,[0-9][-][0-9][-][A-Z]
5-5-K,[0-9][-][0-9][-][A-Z]
5-5-T,[0-9][-][0-9][-][A-Z]
9-6-R,[0-9][-][0-9][-][A-Z]
5-8-C,[0-9][-][0-9][-][A-Z]
5-0-K,[0-9][-][0-9][-][A-Z]
7-1-S,[0-9][-][0-9][-][A-Z]
7-4-I,[0-9][-][0-9][-][A-Z]
3-9-R,[0-9][-][0-9][-][A-Z]
2-7-I,[0-9][-][0-9][-][A-Z]
1-5-N,[0-9][-][0-9][-][A-Z]
5-5-F,[0-9][-][0-9][-][A-Z]
9-2-P,[0-9][-][0-9][-][A-Z]
4-1-Q,[0-9][-][0-9][-][A-Z]
8-2-R,[0-9][-][0-9][-][A-Z]
5-1-L,[0-9][-][0-9][-][A-Z]
1-7-W,[0-9][-][0-9][-][A-Z]
7-7-J,[0-9][-][0-9][-][A-Z]
6-9-V,[0-9][-][0-9][-][A-Z]
8-3-L,[0-9][-][0-9][-][A-Z]
6-2-R,[0-9][-][0-9][-][A-Z]
7-9-O,[0-9][-][0-9][-][A-Z]
7-3-R,[0-9][-][0-9][-][A-Z]
2-0-S,[0-9][-][0-9][-][A-Z]
4-7-U,[0-9][-][0-9][-][A-Z]
9-7-R,[0-9][-][0-9][-][A-Z]
